PO #,Class Description
48338,Shuttering Carpentry Sundries
49315,Waterproofing.
48368,Precast
48648,Reinforcement Sundries
48128,Precast Concrete
48830,Shuttering Carpentry Sundries
49315,Waterproofing.
48338,Waterproofing Sundries
49315,Waterproofing.
49315,Waterproofing.
49315,Waterproofing.
49315,Waterproofing.
47985,Precast Concrete
62255,Shuttering Carpentry Sundries
25392,Finishing Sundries
25403,Finishing Sundries
25514,Finishing Sundries
25381,Ceramic & Porcelain
25728,Ceramic & Porcelain
48831,Site Consumables
49000,Site Consumables
49257,Site Consumables
48808,Metal Works
25381,Ceramic & Porcelain
25783,Cables & Wires
25378,Sanitary Ware
25380,Sanitary Ware
25375,Heaters
25783,Cables & Wires
49802,Insurance Fees
47757,Vehicle & Equipment
48758,Vehicle & Equipment
58099,Vehicle & Equipment
25377,Office Expenses
25376,Office Expenses
31197,Administrative Fees
49000,Charge
48758,Vehicle & Equipment
49000,Vehicle & Equipment
34832,Rebar
62028,Ceramic & Porcelain
62600,Internal Work
62598,Internal Work
62601,Internal Work
62600,Internal Work
62598,Internal Work
62601,Internal Work
62600,Internal Work
62598,Internal Work
62601,Internal Work
62600,Internal Work
62598,Internal Work
62601,Internal Work
62600,Internal Work
62598,Internal Work
62601,Internal Work
62600,Internal Work
62598,Internal Work
62601,Internal Work
62600,Internal Work
62598,Internal Work
62601,Internal Work
62600,Internal Work
62598,Internal Work
62601,Internal Work
62600,Internal Work
62598,Internal Work
62601,Internal Work
62600,Plaster Work
62598,Plaster Work
62601,Plaster Work
62600,External Works
62598,External Works
62601,External Works
62600,Finishing Sundries
62598,Finishing Sundries
62601,Finishing Sundries
62600,Tiling Work
62598,Tiling Work
62601,Tiling Work
62600,Metal Works
62598,Metal Works
62601,Metal Works
62576,Pumps
63056,HVAC
62567,Elevator EscalatorConveyorBelt
62574,Swimming Pool
62576,Pumps
63056,HVAC
62567,Elevator EscalatorConveyorBelt
62574,Swimming Pool
62576,Pumps
63056,HVAC
62567,Elevator EscalatorConveyorBelt
62574,Swimming Pool
62576,HVAC
63056,Air Condition Material
62574,Swimming Pool
62576,Heaters
63056,Air Condition Material
62576,Heaters
63056,Air Condition Material
62576,Pumps
63056,Air Condition Material
63056,Air Condition Material
63056,Air Condition Material
63056,Air Condition Material
63056,Air Condition Material
63056,Air Condition Material
63056,Air Condition Material
63056,Air Condition Material
62600,MEP
62598,MEP
62601,MEP
63056,Air Condition Material
63056,Air Condition Material
63056,Air Condition Material
62600,MEP
62598,MEP
62601,MEP
62596,Consulting Fees
62597,Consulting Fees
61597,Consulting Fees
62510,Site Related Fees
62600,Miscellaneous
62598,Miscellaneous
62601,Miscellaneous
62597,Consulting Fees
62510,Site Related Fees
62597,Consulting Fees
62510,Site Related Fees
62510,Site Related Fees
62510,Site Related Fees
62510,Site Related Fees
62600,Miscellaneous
62598,Miscellaneous
62601,Miscellaneous
62600,Miscellaneous
62598,Miscellaneous
62601,Miscellaneous
63719,Rebar
63719,Rebar
63719,Rebar
63719,Rebar
63719,Rebar
62600,Block Work
62598,Block Work
62601,Block Work
62600,Waterproofing work
62598,Waterproofing work
62601,Waterproofing work
62600,Shuttering Carpentry
62598,Shuttering Carpentry
62601,Shuttering Carpentry
30847,ASSET
28385,Roadworks
39818,Plaster Work Sundries
46690,Paint Material
40331,Painting
39784,Painting Sundries
40194,Painting Sundries
40029,Finishing Sundries
39790,Moziac
34104,Carpet
39834,Carpet
54157,Carpet
49970,Site Consumables
39875,Painting Work
39746,Site Consumables
39906,Site Consumables
40111,Site Consumables
39791,Joinery
40840,Metal Works
39789,Metal Works
48250,Metal Works
40716,Furniture / Equipments
33323,Furniture / Equipments
59068,Furniture / Equipments
39763,Furniture / Equipments
32433,Mirrors & Glazing
43371,Paint Material
39703,Painting Sundries
40194,Painting Sundries
31429,Finishing Sundries
39790,Moziac
34104,Carpet
39834,Carpet
40097,Site Consumables
40331,Site Consumables
39784,Site Consumables
39818,Site Consumables
39746,Site Consumables
39797,Site Consumables
40111,Site Consumables
44041,Site Consumables
49970,Tools & Parts
39791,Joinery
40840,Metal Works
40716,Furniture / Equipments
33323,Furniture / Equipments
39763,Furniture / Equipments
32433,Mirrors & Glazing
40194,Painting Sundries
31429,Finishing Sundries
34104,Carpet
39703,Site Consumables
40331,Finishing Sundries
39784,Site Consumables
39818,Site Consumables
32433,Site Consumables
49970,Tools & Parts
39791,Joinery
40840,Metal Works
33323,Furniture / Equipments
39763,Furniture / Equipments
34872,Site Consumables
32433,Site Consumables
40194,Site Consumables
40331,Site Consumables
39791,Joinery
40840,Metal Works
33323,Furniture / Equipments
39763,Furniture / Equipments
32433,Site Consumables
34872,Site Consumables
40194,Site Consumables
40331,Site Consumables
39937,Site Consumables
39791,Joinery
40840,Metal Works
33323,Furniture / Equipments
39763,Furniture / Equipments
34872,Tools & Parts
39791,Joinery
40840,Metal Works
33323,Furniture / Equipments
39763,Furniture / Equipments
34872,Plaster Work Sundries
39764,Site Consumables
39791,Joinery
40840,Metal Works
33323,Furniture / Equipments
39763,Furniture / Equipments
39764,Site Consumables
34872,Site Consumables
40066,Electrical Works
39791,Joinery
39763,Furniture / Equipments
39791,Joinery
39791,Joinery
40111,Metal Works
39937,Metal Works
31372,Site Consumables
26246,Site Consumables
26246,Site Consumables
26246,Site Consumables
26246,Site Consumables
26246,Site Consumables
26246,Site Consumables
31541,Electrical Sundries
40110,Electrical Sundries
40066,Electrical Sundries
48927,Electrical
39804,Electrical Sundries
52346,Electrical Sundries
52347,Electrical Sundries
60647,Electrical Sundries
40004,Electrical Sundries
39933,Switchgear
43371,Light Fittings
39832,Light Fittings
39770,Light Fittings
40310,Light Fittings
40097,Plumbing & Drainage Sundries
40338,Plumbing & Drainage Sundries
44041,Plumbing & Drainage Sundries
51791,Plumbing & Drainage Sundries
29254,Sanitary Ware
29300,Sanitary Ware
40000,Sanitary Ware
39840,Sanitary Ware
39929,Sanitary Ware
39739,Heaters
30754,Pumps
39748,Pumps
39769,Electrical Sundries
40107,MEP
39657,HVAC
39806,HVAC
31364,HVAC
31850,HVAC
50414,HVAC
60374,Fire Alarm
45322,Fire Alarm
45428,ELV
33006,LPG
44993,LPG
33007,LPG
45275,LPG
33121,LPG
36821,Elevator EscalatorConveyorBelt
31082,Swimming Pool
31541,Electrical Sundries
40066,Electrical Sundries
40110,Electrical Sundries
39804,Electrical Sundries
40004,Electrical Sundries
52346,Electrical Sundries
52347,Electrical Sundries
48927,Electrical Sundries
39832,Light Fittings
40338,Plumbing & Drainage Sundries
39840,Sanitary Ware
29254,Sanitary Ware
39929,Sanitary Ware
30754,Pumps
39748,Pumps
34872,Plumbing & Drainage Sundries
39806,HVAC
31850,HVAC
47475,HVAC
33007,LPG
45275,LPG
51791,LPG
33121,LPG
36821,Elevator EscalatorConveyorBelt
31541,Electrical Sundries
40066,Electrical Sundries
39804,Electrical Sundries
40004,Electrical Sundries
52346,Electrical Sundries
52347,Electrical Sundries
48927,Electrical Sundries
40110,Light Fittings
40097,Plumbing & Drainage Sundries
44041,Plumbing & Drainage Sundries
34872,Plumbing & Drainage Sundries
29254,Sanitary Ware
39929,Sanitary Ware
39748,Pumps
39806,HVAC
47475,HVAC
33007,LPG
45275,LPG
33121,LPG
31541,Electrical Sundries
40066,Electrical Sundries
39804,Electrical Sundries
40004,Electrical Sundries
40110,Light Fittings
40097,Plumbing & Drainage Sundries
44041,Plumbing & Drainage Sundries
29254,Sanitary Ware
31429,Sanitary Ware
39764,Sanitary Ware
39937,Pumps
47475,HVAC
38802,Fire Alarm
45275,LPG
33007,LPG
31541,Electrical Sundries
40004,Electrical Sundries
40066,Electrical Sundries
39804,Electrical Sundries
40097,Plumbing & Drainage Sundries
47475,HVAC
40004,Electrical Sundries
40194,Electrical Sundries
39804,Electrical Sundries
40066,Light Fittings
31541,Electrical Sundries
40097,Plumbing & Drainage Sundries
40004,Electrical Sundries
39804,Electrical Sundries
40066,Light Fittings
40097,Plumbing & Drainage Sundries
31541,Electrical Sundries
40004,Electrical Sundries
40097,Plumbing & Drainage Sundries
40004,Electrical Sundries
40097,Plumbing & Drainage Sundries
39764,Sanitary Ware
40004,Electrical Sundries
40097,Plumbing & Drainage Sundries
40004,Electrical Sundries
40097,Plumbing & Drainage Sundries
40004,Electrical Sundries
40004,Electrical Sundries
31372,Sanitary Ware
40004,Electrical Sundries
31372,Sanitary Ware
40004,Electrical Sundries
31372,Sanitary Ware
31372,Sanitary Ware
31372,Plumbing & Drainage Sundries
31372,Plumbing & Drainage Sundries
31372,Heaters
31372,Sanitary Ware
26246,Sanitary Ware
39797,Parts
31564,Fees
31563,Fees
31594,Fees
31645,Fees
25788,Fees
31565,Fees
25786,Fees
31413,Fees
35930,Fees
50697,Fees
56663,Fees
39076,Fees
33891,Fees
38732,Fees
43436,Fees
43700,Fees
44219,Fees
44223,Fees
44737,Fees
47277,Fees
32573,Fees
32641,Fees
42383,Fees
49390,Fees
49735,Fees
31785,Fees
31920,Fees
31943,Fees
32023,Fees
32068,Fees
32140,Fees
32708,Fees
32941,Fees
33084,Fees
33333,Fees
36748,Fees
37301,Fees
37460,Fees
42382,Fees
42910,Fees
43374,Fees
31764,Fees
32032,Fees
32711,Fees
42153,Fees
56806,Fees
33693,Fees
36997,Fees
36262,Fees
42949,Fees
49476,Fees
56407,Fees
41530,Fees
44731,Fees
44801,Fees
44802,Fees
44965,Fees
45252,Fees
45319,Fees
45510,Fees
45511,Fees
45549,Fees
45636,Fees
45717,Fees
45911,Fees
63551,Fees
59236,Insurance Fees
61661,Insurance Fees
63586,Insurance Fees
45526,Insurance Fees
58694,Insurance Fees
31304,Insurance Fees
33133,Insurance Fees
33330,Insurance Fees
35170,Insurance Fees
35531,Insurance Fees
36389,Insurance Fees
37646,Insurance Fees
37944,Insurance Fees
38421,Insurance Fees
38502,Insurance Fees
39432,Insurance Fees
40674,Insurance Fees
41117,Insurance Fees
41293,Insurance Fees
43204,Insurance Fees
44883,Insurance Fees
45531,Insurance Fees
46708,Insurance Fees
47947,Insurance Fees
48099,Insurance Fees
48278,Insurance Fees
48280,Insurance Fees
49405,Insurance Fees
49406,Insurance Fees
49871,Insurance Fees
50341,Insurance Fees
51044,Insurance Fees
51148,Insurance Fees
51204,Insurance Fees
51752,Insurance Fees
52984,Insurance Fees
53353,Insurance Fees
54414,Insurance Fees
54774,Insurance Fees
57008,Insurance Fees
58053,Insurance Fees
63057,Insurance Fees
48270,Insurance Fees
51037,Legal Fees
50202,Consulting Fees
50782,Consulting Fees
58972,Fees
61383,Fees
49777,Miscellaneous
49916,Miscellaneous
33472,Miscellaneous
49477,Miscellaneous
39988,Miscellaneous
52472,Miscellaneous
47457,Charge
54599,Charge
62351,Charge
30246,Consumables
47370,Diesel & Petrol
47964,Diesel & Petrol
48534,Diesel & Petrol
49084,Diesel & Petrol
49653,Diesel & Petrol
50099,Diesel & Petrol
50519,Diesel & Petrol
51180,Diesel & Petrol
51595,Diesel & Petrol
52088,Diesel & Petrol
52763,Diesel & Petrol
53309,Diesel & Petrol
53955,Diesel & Petrol
54878,Diesel & Petrol
55603,Diesel & Petrol
56316,Diesel & Petrol
56857,Diesel & Petrol
57219,Diesel & Petrol
57926,Diesel & Petrol
58643,Diesel & Petrol
59181,Diesel & Petrol
60046,Diesel & Petrol
60435,Diesel & Petrol
60936,Diesel & Petrol
61511,Diesel & Petrol
61992,Diesel & Petrol
62608,Diesel & Petrol
63252,Diesel & Petrol
63643,Diesel & Petrol
31025,Consumables
34980,Consumables
35804,Consumables
42180,Parts
47069,Parts
60405,Vehicle & Equipment
40118,Vehicle & Equipment
47278,Miscellaneous
39884,Miscellaneous
31527,Driver
32221,Driver
32766,Driver
33110,Driver
33462,Driver
37876,Driver
38284,Driver
43744,Driver
40177,Unskilled Labour
28819,Skilled Labour
29153,Skilled Labour
31463,Skilled Labour
60504,Skilled Labour
33169,Office Assistant
25953,Other Expenses
33964,Office Expenses
26246,Refreshments
40213,Refreshments
34129,Other Expenses
32409,Other Expenses
32815,Other Expenses
33261,Other Expenses
33513,Other Expenses
33832,Other Expenses
34222,Other Expenses
34587,Other Expenses
35348,Other Expenses
35568,Other Expenses
35954,Other Expenses
36429,Other Expenses
36907,Other Expenses
37397,Other Expenses
37793,Other Expenses
38122,Other Expenses
38921,Other Expenses
39422,Other Expenses
39920,Other Expenses
40712,Other Expenses
41537,Other Expenses
41808,Other Expenses
42053,Other Expenses
49152,Other Expenses
56269,Other Expenses
62474,Other Expenses
47475,Other Expenses
50763,Other Expenses
53652,Other Expenses
34050,Other Expenses
43452,Other Expenses
39883,Other Expenses
40114,Other Expenses
26685,Other Expenses
33235,Other Expenses
33446,Other Expenses
33447,Other Expenses
37650,Other Expenses
42675,Other Expenses
45884,Other Expenses
51276,Other Expenses
59135,Other Expenses
43427,Other Expenses
62155,Other Expenses
33279,Other Expenses
63637,Other Expenses
63173,Other Expenses
34414,Other Expenses
34514,Other Expenses
50014,Other Expenses
57655,Other Expenses
35363,Other Expenses
39025,Other Expenses
46594,Other Expenses
50066,Other Expenses
52507,Other Expenses
60303,Other Expenses
52723,Other Expenses
48100,Other Expenses
58207,Other Expenses
43820,Immigration Fees
29171,Immigration Fees
31396,Immigration Fees
32287,Immigration Fees
34319,Immigration Fees
34381,Immigration Fees
35375,Immigration Fees
35680,Immigration Fees
40551,Immigration Fees
40587,Immigration Fees
41303,Immigration Fees
43783,Immigration Fees
46622,Immigration Fees
49232,Immigration Fees
53043,Immigration Fees
54659,Immigration Fees
56708,Immigration Fees
59113,Immigration Fees
59811,Immigration Fees
60821,Immigration Fees
62084,Immigration Fees
35177,Immigration Fees
47332,Immigration Fees
31247,Immigration Fees
33646,Immigration Fees
43594,Immigration Fees
43935,Immigration Fees
44619,Immigration Fees
46103,Immigration Fees
60834,Immigration Fees
51021,Immigration Fees
41100,Immigration Fees
59631,Immigration Fees
31439,Administrative Fees
31277,Administrative Fees
33170,Administrative Fees
37319,Administrative Fees
34008,Administrative Fees
48672,Administrative Fees
48906,Administrative Fees
51758,Administrative Fees
61395,Administrative Fees
62065,Administrative Fees
33239,Administrative Fees
34804,Administrative Fees
60825,Administrative Fees
37428,Administrative Fees
44213,Administrative Fees
46307,Administrative Fees
46985,Administrative Fees
47049,Administrative Fees
61639,Administrative Fees
63618,Administrative Fees
34740,Administrative Fees
48937,Administrative Fees
50408,Administrative Fees
51944,Administrative Fees
55390,Administrative Fees
57880,Administrative Fees
60392,Administrative Fees
44505,Administrative Fees
42635,Administrative Fees
47739,Administrative Fees
49822,Administrative Fees
50950,Administrative Fees
47889,Administrative Fees
48391,Administrative Fees
49115,Administrative Fees
49613,Administrative Fees
50035,Administrative Fees
50404,Administrative Fees
51120,Administrative Fees
51488,Administrative Fees
52024,Administrative Fees
52030,Administrative Fees
52034,Administrative Fees
52168,Administrative Fees
52380,Administrative Fees
52589,Administrative Fees
52670,Administrative Fees
52702,Administrative Fees
52760,Administrative Fees
53179,Administrative Fees
