Site,PO,ID No,Vendor,Value
167,44265,10239,Abdel Latif,1625
166,44266,30374,Phoenix Contracting & Trading Co.,1500
168,44267,10239,Abdel Latif,500
163,44268,11254,New Tools and Bolts Trading,2143
161,44269,11317,Abdulla Al Emadi Trading Group,25154.18
100,44270,19999,Cash,516.5
161,44271,10142,Smeet Ready Mix,4285
167,44272,30379,Granity Marble & Granite W.L.L.,124840
165,44273,19999,Cash,80
166,44274,30379,Granity Marble & Granite W.L.L.,387465.58
163,44275,19999,Cash,5410
166,44276,11361,Liya Electricals W.L.L,86015.49
167,44277,11546,Al-Sehmiah Cement Products,16218
166,44278,10196,Capital Trading Est.,226426
144,44279,10196,Capital Trading Est.,1000
168,44280,30313,Sawakin Maintenance & Cleaning Company,7500
163,44281,11285,Olive Office Trading,4725
167,44282,11285,Olive Office Trading,4500
168,44283,11254,New Tools and Bolts Trading,561
168,44284,11285,Olive Office Trading,180
166,44285,19999,Cash,650
168,44286,19999,Cash,1075
168,44287,11607,Qatar Oilfield Supply Center W.L.L.,1900
161,44288,19999,Cash,63.5
166,44289,10239,Abdel Latif,870.2
167,44290,10239,Abdel Latif,500
167,44291,10239,Abdel Latif,1625
167,44292,30361,Grace Qatar Trading & Contracting W.L.L.,640
M17,44293,11466,Cozmo Travel,920
M1,44294,19999,Cash,14000
165,44295,11237,Aslak Trading & General Contracting,112
163,44296,10159,KG Plastic,350
163,44297,10159,KG Plastic,618
161,44298,19999,Cash,2773.6
166,44299,10209,Madar Building Materials,23800
166,44300,11611,Sterling Trading Co. W.L.L.,14900
166,44301,11581,Newtech Eng. & Trd. W.L.L.,3485.6
161,44302,11237,Aslak Trading & General Contracting,3524.2
161,44303,10159,KG Plastic,980
161,44304,11337,Power Max Trading and Contracting Co. W.L.L,1476
161,44305,11237,Aslak Trading & General Contracting,405
167,44307,11541,Al Kuwaiti Stores W.L.L.,375
167,44308,19999,Cash,800
168,44309,11608,Apollo Enterprises,5200
163,44310,19999,Cash,185
168,44311,10151,Hilti Qatar W.L.L,858.63
161,44312,11254,New Tools and Bolts Trading,289.2
161,44313,19999,Cash,60
161,44314,10112,Nehmeh Corporation LLC,238
163,44315,10239,Abdel Latif,600
166,44316,10239,Abdel Latif,2225
166,44317,10245,Don Construction Products - Qatar W.L.L,950
166,44318,11254,New Tools and Bolts Trading,1988
168,44319,30190,Al - Rafidain Co.,5500
165,44320,10151,Hilti Qatar W.L.L,1050
165,44321,19999,Cash,997
166,44322,19999,Cash,2344.5
166,44323,11285,Olive Office Trading,3600
168,44324,10245,Don Construction Products - Qatar W.L.L,412.5
167,44325,19999,Cash,205
167,44326,11254,New Tools and Bolts Trading,530
161,44327,19999,Cash,480
167,44328,10201,Al Asas Factories,1520
167,44329,10151,Hilti Qatar W.L.L,271
163,44330,10239,Abdel Latif,4250
167,44331,10239,Abdel Latif,1625
163,44332,19999,Cash,2980
123,44333,19999,Cash,160
161,44334,19999,Cash,1140
163,44335,19999,Cash,2206.67
165,44336,19999,Cash,2600
166,44337,19999,Cash,1607.5
167,44338,19999,Cash,2782.5
168,44339,19999,Cash,927.5
161,44340,30433,Wood Architectural Works W.L.L.,129000
161,44341,19999,Cash,1100
163,44342,19999,Cash,498
165,44343,19999,Cash,581
167,44344,19999,Cash,694.01
163,44345,19999,Cash,131
167,44346,19999,Cash,10
163,44347,19999,Cash,360
168,44348,11609,Architectural Avenue Trading and Services W.L.L,88905.6
167,44349,11592,Industrial Cable Management Systems Co. W.L.L.,13300
168,44350,10239,Abdel Latif,4250
167,44351,19999,Cash,180
163,44352,10130,Khalifa Steel Industries Co,48124.08
164,44353,30118,Hatif Qatar,0
163,44354,11505,Simsima Tiles Blocks & Interlock Factory,836
161,44355,10239,Abdel Latif,1800
167,44357,19999,Cash,0
167,44358,11449,Qatar Pipeline & Fittings Co. W.L.L,967
167,44359,11560,Al Waab Plastics Factory,1275
167,44360,11581,Newtech Eng. & Trd. W.L.L.,1246.28
167,44361,10226,Al - Sahoo Trading Co.,2270
161,44362,30175,SMEET Precast W.L.L,11572.8
168,44363,19999,Cash,450
163,44364,11237,Aslak Trading & General Contracting,222
168,44365,10140,Qatar National Cement Co,1100
161,44366,11600,Lamha Trading Co.,78
M17,44367,11325,Doha Modern Printing Press LTD.,1500
100,44368,19999,Cash,1024.25
167,44369,10245,Don Construction Products - Qatar W.L.L,2475
161,44370,11610,Asia Electro. Mechanical Co. W.L.L.,13641
168,44371,11350,Credo Trading,60593
167,44372,19999,Cash,1635
163,44373,19999,Cash,295
168,44374,19999,Cash,751.98
168,44375,19999,Cash,3263.47
166,44376,11361,Liya Electricals W.L.L,480019.38
100,44377,19999,Cash,31
167,44378,10209,Madar Building Materials,219000
161,44379,11254,New Tools and Bolts Trading,1105
161,44380,11490,Gulf Additive Factory,2580
168,44381,10140,Qatar National Cement Co,1143.12
168,44382,19999,Cash,450
168,44383,19999,Cash,300
168,44384,19999,Cash,30
168,44385,19999,Cash,330
100,44386,19999,Cash,220
123,44387,19999,Cash,205
165,44388,30361,Grace Qatar Trading & Contracting W.L.L.,25920
163,44389,19999,Cash,560
163,44390,11505,Simsima Tiles Blocks & Interlock Factory,5904
161,44391,11254,New Tools and Bolts Trading,45
161,44392,11613,Tool World Trading W.L.L.,4510
167,44393,11254,New Tools and Bolts Trading,630
163,44394,19999,Cash,2900
167,44395,30225,Qatar Pest Control Company,1750
167,44396,19999,Cash,4640
167,44401,11475,Doha Petroleum Construction Co. LTD.,4550
168,44402,19999,Cash,2140
168,44403,19999,Cash,5800
168,44404,11254,New Tools and Bolts Trading,220
167,44405,10239,Abdel Latif,1625
161,44406,10245,Don Construction Products - Qatar W.L.L,700
161,44407,11254,New Tools and Bolts Trading,345
161,44408,19999,Cash,28
161,44409,19999,Cash,120
165,44410,19999,Cash,1020
165,44411,11254,New Tools and Bolts Trading,520
168,44412,30434,Nabina Interiors,35498
168,44413,19999,Cash,600
165,44414,30388,Gulf Technical Service - GTS (W.L.L),13970
168,44415,19999,Cash,1015
167,44416,19999,Cash,1015
163,44417,19999,Cash,1015
161,44418,19999,Cash,1015
167,44419,10140,Qatar National Cement Co,1100
161,44420,30170,Sea Gulf For Equipment Company W.L.L,2345
166,44421,11254,New Tools and Bolts Trading,1140
168,44422,11254,New Tools and Bolts Trading,280
168,44423,10245,Don Construction Products - Qatar W.L.L,510
168,44424,11452,Nemer Metal Industries Factory,240
163,44425,19999,Cash,580
167,44426,19999,Cash,580
168,44427,19999,Cash,580
165,44428,11237,Aslak Trading & General Contracting,55
165,44429,11449,Qatar Pipeline & Fittings Co. W.L.L,2693
166,44430,19999,Cash,498
167,44431,19999,Cash,267
167,44432,11237,Aslak Trading & General Contracting,9537
166,44433,19999,Cash,581
163,44434,19999,Cash,786.66
166,44435,19999,Cash,786.66
167,44436,19999,Cash,786.66
167,44437,11249,Adastra W.L.L,12060.15
167,44438,19999,Cash,0
166,44439,11600,Lamha Trading Co.,900
166,44440,11237,Aslak Trading & General Contracting,7260
165,44441,11237,Aslak Trading & General Contracting,660
167,44442,11319,Qatari Diar Real Estate Investment Company,0
163,44443,11254,New Tools and Bolts Trading,969
167,44444,11254,New Tools and Bolts Trading,1170
166,44445,11231,Printer Garage,850
100,44446,19999,Cash,349
166,44447,10245,Don Construction Products - Qatar W.L.L,1425
166,44448,19999,Cash,1000
166,44449,10140,Qatar National Cement Co,7046.04
167,44450,10151,Hilti Qatar W.L.L,1296.18
161,44451,19999,Cash,287
161,44452,11254,New Tools and Bolts Trading,133.6
161,44453,19999,Cash,2640
100,44454,19999,Cash,1050
123,44455,30374,Phoenix Contracting & Trading Co.,1500
M18,44456,11612,Manateq Economic Zones Qatar,75756
M1,44457,10222,Marafeq Qatar,2200
161,44459,39079,Mosharaf & Group,5018.47
167,44460,39104,Irfan & Group,6134.93
167,44461,39055,Lokbahadur & Group,6564.74
167,44462,39068,Praeshwar & Group,6904.66
163,44463,39060,Ram Ishwar & Group,990.74
163,44464,39025,Dos Mohamed Group,18086.51
163,44465,39034,Shajahan & Group,36751.37
163,44466,39107,Shubhkaran Barhman & Ram Abatar Saday,2938.6
163,44467,39011,Abdul Kadir & Group,3805.85
163,44468,39014,Ibrahim & Group,32239.11
139,44469,19999,Cash,350
167,44470,11553,Al-Adraj Building Materials Est.,6480
163,44471,19999,Cash,394.01
165,44472,19999,Cash,1690
167,44473,10239,Abdel Latif,1300
167,44474,10151,Hilti Qatar W.L.L,279.92
163,44475,19999,Cash,840
168,44476,11505,Simsima Tiles Blocks & Interlock Factory,19456
168,44478,19999,Cash,2110
167,44479,11472,Computer Plus,129
163,44480,39111,Tofiq & Group,29883.68
166,44481,39110,Juman Group,10619.1
168,44482,39038,Jahangir & Group,20226.71
168,44483,39037,Jagsir Singh & Group,19632.21
168,44484,11452,Nemer Metal Industries Factory,4440
123,44485,19999,Cash,70
166,44486,10239,Abdel Latif,1625
162,44487,19999,Cash,4400
166,44488,30435,Al Bayan For Electronics and Led Technologies,6900
168,44489,19999,Cash,332
163,44490,19999,Cash,240
167,44491,19999,Cash,240
161,44492,19999,Cash,44
163,44493,19999,Cash,44
166,44494,19999,Cash,44
167,44495,19999,Cash,44
168,44496,19999,Cash,44
168,44497,30436,Architectural Trade & Services Co. W.L.L.,350431.29
100,44498,19999,Cash,837.25
168,44499,11254,New Tools and Bolts Trading,760
167,44500,10239,Abdel Latif,2880
167,44501,19999,Cash,544
167,44502,19999,Cash,420
100,44503,11442,Zoom Trading W.L.L,608
123,44504,11254,New Tools and Bolts Trading,664.5
m4,44505,19999,Cash,14000
100,44506,11472,Computer Plus,100
161,44507,11237,Aslak Trading & General Contracting,9045
163,44508,30396,Unvani Trading & Contracting W.L.L.,8580
165,44509,30367,2M Trading & Contracting Co.,5673
166,44510,19999,Cash,300
166,44511,19999,Cash,460
168,44512,19999,Cash,1365
161,44513,19999,Cash,240
161,44514,10245,Don Construction Products - Qatar W.L.L,577.5
161,44515,11254,New Tools and Bolts Trading,600
161,44516,19999,Cash,224
161,44517,30143,Al Emadi Stones,5000
163,44520,11528,Aamal Readymix W.L.L.,5040
163,44521,11528,Aamal Readymix W.L.L.,27726
167,44522,10245,Don Construction Products - Qatar W.L.L,14530
163,44523,30383,ABCO AM Equipment Trading W.L.L.,1875
167,44524,30384,Al Mahazem Trading,6000
168,44526,30190,Al - Rafidain Co.,233660.25
91,44528,11251,E-Government,10
167,44529,11251,E-Government,300
100,44530,11251,E-Government,500
100,44531,19999,Cash,550
167,44532,19999,Cash,46
167,44533,11254,New Tools and Bolts Trading,885
161,44534,19999,Cash,1456.25
163,44535,19999,Cash,1456.25
167,44536,10159,KG Plastic,1380
167,44537,19999,Cash,1456.25
168,44538,19999,Cash,1456.25
163,44539,11237,Aslak Trading & General Contracting,577.5
168,44540,19999,Cash,300
168,44541,19999,Cash,3450
165,44542,10240,ALNAHA FOR TRADING & CONTRACTING,500
163,44544,11254,New Tools and Bolts Trading,530
161,44545,11534,Salco Trading & Contracting Company,660
161,44546,30313,Sawakin Maintenance & Cleaning Company,840
166,44547,19999,Cash,2750
166,44548,19999,Cash,1160
163,44549,10239,Abdel Latif,1200
167,44550,19999,Cash,1800
167,44551,10245,Don Construction Products - Qatar W.L.L,1650
163,44552,10140,Qatar National Cement Co,0
166,44553,30437,Callisto Trading & Decorating W.L.L.,1136683.38
163,44554,19999,Cash,777.01
167,44555,19999,Cash,498
166,44556,11336,Gazzaoui and Partners Qatar W.L.L,380000.02
163,44557,10240,ALNAHA FOR TRADING & CONTRACTING,2750
167,44558,10240,ALNAHA FOR TRADING & CONTRACTING,6750
168,44559,11254,New Tools and Bolts Trading,1115
168,44560,10159,KG Plastic,690
163,44561,10239,Abdel Latif,4250
163,44562,11254,New Tools and Bolts Trading,681.4
161,44563,11614,One Touch Trading & Services W.L.L.,14800
168,44564,11452,Nemer Metal Industries Factory,500
M22,44565,30430,Artec Water Technology for Trad. & Cont. W.L.L.,1050
137.19,44566,11578,Il Fiore Rosso Trading & Decoration,1520
167,44567,30234,Gulf Furniture W.L.L,2345
161,44568,11312,Servotek Group Buiding Material W.L.L,3666
161,44569,30120,Kone Elevators LLC,74900
163,44570,30383,ABCO AM Equipment Trading W.L.L.,2380
100,44571,11472,Computer Plus,1005
123,44573,30374,Phoenix Contracting & Trading Co.,1500
140,44574,30171,IBA Aluminium,1300
168,44575,11414,Doha Technical Laboratories,450
163,44576,19999,Cash,383
167,44577,19999,Cash,1350
167,44578,19999,Cash,1328
163,44579,10245,Don Construction Products - Qatar W.L.L,660
163,44580,11452,Nemer Metal Industries Factory,190
166,44581,19999,Cash,450
163,44582,11254,New Tools and Bolts Trading,220
161,44583,19999,Cash,2250
161,44584,19999,Cash,250
161,44585,19999,Cash,560
161,44586,11254,New Tools and Bolts Trading,856.2
161,44587,11258,Falkland Electricals and Trading Co. W.L.L,3800
167,44588,10226,Al - Sahoo Trading Co.,3499.99
167,44590,11449,Qatar Pipeline & Fittings Co. W.L.L,538
167,44591,11254,New Tools and Bolts Trading,2043
163,44592,19999,Cash,415
167,44593,19999,Cash,528.03
166,44594,10240,ALNAHA FOR TRADING & CONTRACTING,3500
166,44595,19999,Cash,498
167,44597,11581,Newtech Eng. & Trd. W.L.L.,7836.5
139,44598,19999,Cash,350
168,44599,19999,Cash,651
168,44600,10130,Khalifa Steel Industries Co,4063.33
168,44601,10245,Don Construction Products - Qatar W.L.L,0
168,44602,10245,Don Construction Products - Qatar W.L.L,9145
163,44603,10239,Abdel Latif,0
167,44604,10239,Abdel Latif,1625
163,44605,10245,Don Construction Products - Qatar W.L.L,510
163,44606,19999,Cash,611.5
163,44607,11254,New Tools and Bolts Trading,750
167,44609,11560,Al Waab Plastics Factory,3920
163,44610,11237,Aslak Trading & General Contracting,127
165,44611,10160,Lemax Electrical & Mechanical Trading,4363.36
166,44612,11254,New Tools and Bolts Trading,1875
167,44613,10239,Abdel Latif,500
167,44614,19999,Cash,185
166,44615,19999,Cash,1190
166,44616,19999,Cash,150
168,44617,11254,New Tools and Bolts Trading,535
168,44618,11452,Nemer Metal Industries Factory,300
M4,44619,11251,E-Government,497
161,44620,11251,E-Government,120
163,44621,11251,E-Government,120
166,44622,11251,E-Government,60
167,44623,11251,E-Government,2140
168,44624,11251,E-Government,5460
M17,44625,11251,E-Government,957
100,44626,11251,E-Government,2950
M26,44627,11251,E-Government,57350
100,44628,19999,Cash,80
168,44629,19999,Cash,276
165,44630,19999,Cash,1000
100,44631,19999,Cash,120
100,44632,19999,Cash,630
167,44633,19999,Cash,1005
163,44634,19999,Cash,2782.3
100,44635,19999,Cash,1507.3
167,44636,19999,Cash,180
167,44637,11254,New Tools and Bolts Trading,492
167,44638,19999,Cash,242
161,44639,11254,New Tools and Bolts Trading,371
100,44640,19999,Cash,258
100,44641,19999,Cash,957
168,44642,10151,Hilti Qatar W.L.L,180
167,44643,11254,New Tools and Bolts Trading,360
167,44644,19999,Cash,0
167,44645,10245,Don Construction Products - Qatar W.L.L,1980
167,44646,30361,Grace Qatar Trading & Contracting W.L.L.,640
167,44647,11237,Aslak Trading & General Contracting,12187.32
168,44648,30190,Al - Rafidain Co.,36877.5
167,44649,30171,IBA Aluminium,33350
168,44651,30374,Phoenix Contracting & Trading Co.,1380
167,44652,10140,Qatar National Cement Co,10537.44
168,44653,10140,Qatar National Cement Co,470.8
163,44654,10140,Qatar National Cement Co,49859.64
167,44655,10239,Abdel Latif,850
161,44656,11337,Power Max Trading and Contracting Co. W.L.L,350
163,44657,19999,Cash,698
165,44658,19999,Cash,150
168,44659,19999,Cash,58
167,44660,19999,Cash,950
166,44661,11254,New Tools and Bolts Trading,2951
166,44662,19999,Cash,52.5
168,44663,19999,Cash,440
144,44664,19999,Cash,300
137.19,44665,19999,Cash,450
161,44666,10140,Qatar National Cement Co,1107.48
161,44667,11254,New Tools and Bolts Trading,1400
161,44668,10151,Hilti Qatar W.L.L,342.75
167,44669,11581,Newtech Eng. & Trd. W.L.L.,637
161,44670,30410,Elegancia Stones for Marble & Granite Trading WLL,4498186.5
167,44671,11237,Aslak Trading & General Contracting,2058
167,44672,10209,Madar Building Materials,36129
167,44673,10142,Smeet Ready Mix,42440
166,44674,30412,Red Links Construction W.L.L.,10248
166,44675,30388,Gulf Technical Service - GTS (W.L.L),52830
161,44676,19999,Cash,3880
167,44677,19999,Cash,238
M161,44678,19999,Cash,108
168,44679,19999,Cash,1500
167,44680,10201,Al Asas Factories,950
163,44681,19999,Cash,0
M26,44682,19999,Cash,1400
163,44683,11528,Aamal Readymix W.L.L.,7440
168,44685,11541,Al Kuwaiti Stores W.L.L.,4040
167,44686,11584,Sanipex Qatar,342.89
167,44687,11254,New Tools and Bolts Trading,980
167,44688,19999,Cash,804
167,44689,19999,Cash,0
167,44690,10245,Don Construction Products - Qatar W.L.L,750
163,44691,11254,New Tools and Bolts Trading,592
163,44692,19999,Cash,25
166,44693,30396,Unvani Trading & Contracting W.L.L.,201388
166,44694,19999,Cash,498
166,44695,11615,Braga S.p.a.,155054.83
123,44696,19999,Cash,165
167,44697,10139,Qatar Islamic Insurance,480
168,44698,30156,Excel Metal Industries,55741.5
168,44699,19999,Cash,720
167,44700,30412,Red Links Construction W.L.L.,2730
167,44701,30396,Unvani Trading & Contracting W.L.L.,6820
167,44702,30388,Gulf Technical Service - GTS (W.L.L),16400
167,44703,11541,Al Kuwaiti Stores W.L.L.,1260
163,44704,11237,Aslak Trading & General Contracting,46
161,44705,11254,New Tools and Bolts Trading,238
161,44706,19999,Cash,63
167,44707,19999,Cash,330
161,44708,11548,Sodamco Qatar W.W.L.,12000
168,44709,10142,Smeet Ready Mix,43210
100,44710,19999,Cash,1086.5
100,44711,19999,Cash,60
100,44712,10139,Qatar Islamic Insurance,2000
165,44713,10139,Qatar Islamic Insurance,2675
161,44714,10139,Qatar Islamic Insurance,1250
162,44715,19999,Cash,45
168,44716,11452,Nemer Metal Industries Factory,1650
100,44718,10234,Qatar Fuel (WOQOD),6538.9
M17,44722,10234,Qatar Fuel (WOQOD),2719.53
m27,44723,10234,Qatar Fuel (WOQOD),561.75
100,44725,19999,Cash,262.25
161,44726,10234,Qatar Fuel (WOQOD),17280.27
163,44727,10234,Qatar Fuel (WOQOD),23036.57
165,44728,10234,Qatar Fuel (WOQOD),11209.64
166,44729,10234,Qatar Fuel (WOQOD),33663.81
167,44730,10234,Qatar Fuel (WOQOD),26953.05
M4,44731,19999,Cash,748
168,44732,10234,Qatar Fuel (WOQOD),11607.31
167,44733,11573,Al-Feroz Int'l Trading W.L.L.,6090
